,id,data_type,status,created_at,official,official_updated_at,external_ids,provider,feed_name,note,feed_contact_email,redirects,entity_types,feed_references,locations,source_info.producer_url,source_info.authentication_type,source_info.authentication_info_url,source_info.api_key_parameter_name,source_info.license_url
122,mdb-1545,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1545', 'source': 'mdb'}]",Pierce Transit,,,,[],['vp'],['mdb-265'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Washington', 'municipality': 'Pierce County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Washington', 'municipality': 'King County'}]",https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/3.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use
125,mdb-1338,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1338', 'source': 'mdb'}]",Exo Laurentides,,,,[],['vp'],['mdb-744'],"[{'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Montreal'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'St-Eustache'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Deux-Montagnes'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Laval'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Pointe-Calumet'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Sainte-Marthe-sur-le-Lac'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Bois-des-Filion'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Joseph-du-Lac'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Rosemère'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Jérôme'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Blainville'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Boisbriand'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Lorraine'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Sainte-Thérèse'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Terrebonne'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Sainte-Anne-des-Plaines'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Mirabel'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Placide'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Oka'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Quebec'}]",https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=CITLA,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
130,mdb-1650,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1650', 'source': 'mdb'}]",Advance Transit (AT),,,,[],['vp'],['mdb-451'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Windsor County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Hampshire', 'municipality': 'Grafton County'}]",https://api.goswift.ly/real-time/advance-transit/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
133,mdb-1478,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1478', 'source': 'mdb'}]",Tillamook County Transportation District,,,,[],['vp'],['mdb-246'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Tillamook County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Lincoln County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Polk County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Marion County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Clatsop County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Washington County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Multnomah County'}]",https://api.goswift.ly/real-time/tillamook/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
134,mdb-1504,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1504', 'source': 'mdb'}]",Sunset Empire Transportation District,,,,[],['vp'],['mdb-246'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Tillamook County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Lincoln County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Polk County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Marion County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Clatsop County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Washington County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Multnomah County'}]",https://api.goswift.ly/real-time/setd/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
137,mdb-1516,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1516', 'source': 'mdb'}]",Merrimack Valley Regional Transit Authority (MVRTA),,,,[],['vp'],['mdb-445'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Massachusetts', 'municipality': 'Essex County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Massachusetts', 'municipality': 'Suffolk County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Hampshire', 'municipality': 'Rockingham County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Massachusetts', 'municipality': 'Middlesex County'}]",https://api.goswift.ly/real-time/massdot-mvrta/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
139,mdb-1751,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1751', 'source': 'mdb'}]",Linn Shuttle,,,,[],['vp'],['mdb-137'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Linn County'}]",https://api.goswift.ly/real-time/ocwcog-linn-shuttle/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
145,mdb-1567,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1567', 'source': 'mdb'}]",Southeastern Pennsylvania Transportation Authority (SEPTA),SEPTA Rail,,,[],['vp'],['mdb-503'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Philadelphia County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Montgomery County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Maryland', 'municipality': 'Cecil County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Delaware County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Chester County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Delaware', 'municipality': 'New Castle County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Bucks County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Lancaster County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Dauphin County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Jersey', 'municipality': 'Mercer County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Pennsylvania', 'municipality': 'Perry County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Jersey', 'municipality': 'Middlesex County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Jersey', 'municipality': 'Somerset County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Jersey', 'municipality': 'Union County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Richmond County'}]",https://api.goswift.ly/real-time/septa-rail/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
153,tld-4297-vp,gtfs_rt,active,2024-12-06T20:47:46.291741Z,,,"[{'external_id': 'f-embarknorman~ok~rt', 'source': 'tld'}]",Central Oklahoma Transportation and Parking Authority,,,,[],['vp'],['mdb-2062'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oklahoma', 'municipality': 'Oklahoma County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oklahoma', 'municipality': 'Cleveland County'}]",https://app.mecatran.com/utw/ws/gtfsfeed/vehicles/embarkok,1,https://embarkok.com/business/developer-resources/developer-registration,apiKey,
156,mdb-1630,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1630', 'source': 'mdb'}]",Metropolitan Transit Authority (MTA),NYC Subway ACE Lines,This source includes Vehicle Position and Trip Updates entities under the same feed.,,[],"['tu', 'vp']",['mdb-516'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Bronx County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'New York County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Kings County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Queens County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Richmond County'}]",https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/nyct%2Fgtfs-ace,2,https://api.mta.info/,,
157,mdb-1631,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1631', 'source': 'mdb'}]",Metropolitan Transit Authority (MTA),NYC Subway BDFM Lines,This source includes Vehicle Position and Trip Updates entities under the same feed.,,[],"['tu', 'vp']",['mdb-516'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Bronx County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'New York County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Kings County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Queens County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Richmond County'}]",https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/nyct%2Fgtfs-bdfm,2,https://api.mta.info/,,
158,mdb-1632,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1632', 'source': 'mdb'}]",Metropolitan Transit Authority (MTA),NYC Subway G Line,This source includes Vehicle Position and Trip Updates entities under the same feed.,,[],"['tu', 'vp']",['mdb-516'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Bronx County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'New York County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Kings County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Queens County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Richmond County'}]",https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/nyct%2Fgtfs-g,2,https://api.mta.info/,,
159,mdb-1633,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1633', 'source': 'mdb'}]",Metropolitan Transit Authority (MTA),NYC Subway JZ Lines,This source includes Vehicle Position and Trip Updates entities under the same feed.,,[],"['tu', 'vp']",['mdb-516'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Bronx County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'New York County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Kings County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Queens County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New York', 'municipality': 'Richmond County'}]",https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/nyct%2Fgtfs-jz,2,https://api.mta.info/,,
